sentimen,tweet,clean_tweet
0,kamu sudah shalat jum'at belum letsfridaypray,shalat jum at letsfridaypray
-1,nak tnggu org reply email mmg lambat ah citenya aku nak settle kan bulan ni jgk ,nak tnggu org reply email mmg lambat ah citenya nak settle ni jgk
-1,rlt mutualan yu yang gamasalah aku suka rt in ga sama twt receh rt ya dn aku ada tapi follback kalo ngga maapin ak ,rlt mutualan yu gamasalah suka rt in ga twt receh rt ya dn follback kalo ngga maapin ak
0,giveaway ina only adakah yg masih nungguin wdtv sampai hampir gila kaya aku help dong 1 1 doa boleh sekalian ,giveaway ina only ada yg nungguin wdtv gila kaya help doa
0,semoga kamu jadi salah satu dari 3ahabat yang beruntung dapetin pulsa 50k ya jangan lupa like dan ajak 3 teman kamu unt ,moga salah ahabat untung dapetin pulsa k ya lupa like ajak teman unt
-1,sedara aku buat hal pergi kenduri kahwin lepas tu ramai sangat orang lepas tu risau tak dapat tempat duduk maka htt ,dara pergi kenduri kahwin lepas tu ramai orang lepas tu risau duduk htt
1,jika aku jadi ratumu maka pasti kau rajanya ya kan ,ratu kau raja ya
0,aku baru je tukar tayar depan myvi sepasang rm 450 semalam ,je tukar tayar myvi pasang rm malam
0,hallo td aku berselancar di twt ttg belanja di gmarket gitu trs nemu km pernah beli album di gmarket ,hallo td selancar twt ttg belanja gmarket gitu trs nemu km beli album gmarket
-1,boleh kot kalau nak buat insta story takyah jerit2 bingit sia telinga aku ckp biasa2 pun orang dah dgr ,kot nak insta story takyah jerit bingit sia telinga ckp orang dah dgr
-1,orang selalu kata aku penat when dia sebenarnya tengah rasa sedih ,orang penat when sedih
-1,aku beria sekalipun bukannya kau nak appreciate ,ria kau nak appreciate
0,aku nak buat nie ti,nak nie ti
0,pipi nya cubit pipi kamu emang mau nya di cium dmn ,pipi nya cubit pipi emang nya cium dmn
-1,aku harap dia tak jual fhone 8 dia semata nak beli xs tu ,harap jual fhone nak beli xs tu
0,memang best tengok ikan datang aku pon pernah buat dekat pulau bagi makan roti tapi perbuatan tu salah ikan kene ma ,best tengok ikan pon pulau makan roti buat tu salah ikan kene ma
0,kalo aku bacanya sih emang kamu yang ngetik ga jelas wkwkwk,kalo baca sih emang ngetik ga wkwkwk
1,aku penggemar mie burung dara enaknya nyambung terus,gemar mie burung dara enak nyambung
-1,assalam macam mana lelaki boleh ingat jalan jauhelekoh belok2 tanpa rujuk maps even pernah pergiekali je kalau aku ,assalam lelaki jalan jauhelekoh belok rujuk maps even pergiekali je
-1,kalen kalen pada jahad ma aku ,kalen kalen jahad ma
-1,weyhh tolonglah faham aku sakit kau langsung tak kesah aku baru balik drpd klinik aku gagahkan badan aku untuk ,weyhh tolong faham sakit kau langsung kesah drpd klinik gagah badan
-1,lebih baik aku seperti kopi yang dibiarkan membasi daripada kau sapa tapi sekedar basa basi ,kopi biar basi kau sapa dar basa basi
0,giveaway pulsa 20k untuk 1 orang pemenang caranya retweet dan follow akun aku aja ya pemenang aku umumin tangga ,giveaway pulsa k orang menang retweet follow akun aja ya menang umumin tangga
1,ni kalau suami aku panggil sayang macam ni we're gonna make babies right after ,ni suami panggil sayang ni we re gonna make babies right after
0,ngapain kamu ,ngapain
-1,aku confuse dgn penjual kt malaysia ni macam asik tunjuk kekayaan je nak jual ke nak show off tunjuk kekayaan then ,confuse dgn jual kt malaysia ni asik kaya je nak jual nak show off kaya then
1,be strong bro ,be strong bro
0,pernah pas masih ngajar privat gt adek kakak muridnya adek aku weekend ini mau ke spore miss pernah ke s ,pas ngajar privat gt adek kakak murid adek weekend spore miss s
0,aku dok bayang macam alien keluaq dari dada,dok bayang alien keluaq dada
1,di antara buku buku kesukaan yang kaubaca sampai malam kian jauh dan sendiri aku ingin jadi buku yang menelungkup di d ,buku buku suka baca malam kian buku telungkup d
0,adik aku yang darjah 5 tetiba masuk bilik pastu bagi pantun bread is rotihadow is bayangebelum akak mati better ,adik darjah tetiba masuk bilik pastu pantun bread is rotihadow is bayangebelum akak mati better
0,fastga gifwinner palinguka pake banget yang iniiiii yoon as the cutest and mino pampers him ,fastga gifwinner palinguka pake banget iniiiii yoon as the cutest and mino pampers him
0,laki pun ada je ayat ni lahai ,laki je ayat ni lahai
0,diam tak berarti kamu kalah kadang itu hanya berarti kamu tak ingin berdebat dng orang yg bahkan menolak tuk mendengarkan ,diam kalah kadang debat dng orang yg tolak tuk dengar
0,tengok ni ,tengok ni
0,tls followan ama aku yukk rep rt kita temenan,tls followan ama yukk rep rt temenan
0,isteri tak sihat sejak smlm mcm biasa aku keluar pagi jam 6 30am dia yg akan hantar anak2 ke tadika taska but to ,isteri sihat smlm mcm pagi jam am yg hantar anak tadika taska but to
1,cerita hari ini aku baru beli 2 hamster biar ngga kesepian aja sih di rumah aku pandaaaang terus mereka berdu ,cerita beli hamster biar ngga sepi aja sih rumah pandaaaang berdu
0,aku ngak haha cuma bawa tas selempang kecil aja udah kemana2 ,ngak haha bawa tas selempang aja udah mana
0,biasanya lewat jalur mana ke arah kampung kamu ,jalur arah kampung
-1,udah gausah baper dia itu ngetik cuma pake jari jadi kamu bacanya pake mata aja gausah pake hati ,udah gausah baper ngetik pake jari baca pake mata aja gausah pake hati
1,tak perlu takut untuk meninggalkan sesuatu yg tidak menghormatimu masih banyak kesempatan untukmu menjadi lebih terhormat jika kamu berani ,takut tinggal yg hormat sempat untuk hormat berani
-1,hati aku kecewa aku sedih aku aku sorang je tahu orang lain tak tahu ,hati kecewa sedih sorang je orang
1,let me make this clear paan dlm hidup ni kan kalau kita xrasa gagal kita xkan ada motivasi n ,let me make this clear paan dlm hidup ni xrasa gagal xkan motivasi n
-1,1 may aku postedih karena gak bisa nonton homeshake amp mild high club di jakaa dan cosmo pyke diingapore ,may postedih gak nonton homeshake amp mild high club jakaa cosmo pyke diingapore
1,ya allah aku berlindung kepada mu dari siksa kubur dari siksa neraka jahannam dari fitnah hidup dan mati dan dari f ,ya allah lindung mu siksa kubur siksa neraka jahannam fitnah hidup mati f
0,rlt yang suka jb2 yuk followan aku butuh temen ngobrol ga cuman butuh followers rt aja yaaa,rlt suka jb yuk followan butuh temen ngobrol ga cuman butuh followers rt aja yaaa
0,memang best tengok ikan datang aku pon pernah buat dekat pulau bagi makan roti tapi perbuatan tu salah ikan kene ma ,best tengok ikan pon pulau makan roti buat tu salah ikan kene ma
1,kuis lagi kuis lagi emang daihatsu baik banget yaahabat bagi bagi hadiah pulsa terus kuis kali ini kamu harus menebak ,kuis kuis emang daihatsu banget yaahabat hadiah pulsa kuis kali tebak
0,kalau tak bersungguh nak jaga aku boleh je berhenti berpura2 aku boleh jaga diri aku tanpa memaksa kau kau tak perl ,sungguh nak jaga je henti pura jaga paksa kau kau perl
0,ab yg bucin exo mutualan yuu rt rep yaa dn aku ada nya janji follback kenalan ya ,ab yg bucin exo mutualan yuu rt rep yaa dn nya janji follback kenal ya
-1,sakdurunge koe dadi uler aku wes dadi kupu dadi saranku rasah perlu ngetoke goblokmu nganggo coro mbanggake bab nakalm ,sakdurunge koe dadi uler wes dadi kupu dadi saran rasah ngetoke goblok nganggo coro mbanggake bab nakalm
1,stay beside you was my job hehee sayang kamu ,stay beside you was my job hehee sayang
0,sebenernya aku gapapa sih which is itu tuh penting bgt kan karena english tuh literally international language tp prefer bah ,sebenernya gapapa sih which is tuh bgt english tuh literally international language tp prefer bah
-1,dah lah cpk aku,dah cpk
-1,sedih bila aku dengan cerita dr patient aku huhu makcik nie masuk ward sebab heart attack baik sngt suka tegur aku senyu ,sedih cerita dr patient huhu makcik nie masuk ward heart attack sngt suka tegur senyu
0,benda yang aku rasa tak perlu nak bawak gurau 1 rupa paras 2 bentuk badan 3 insecurities kita contohnya kita gagap pas ,benda nak bawak gurau rupa paras bentuk badan insecurities contoh gagap pas
0,ga ko aku juga pake bagpack,ga ko pake bagpack
1,hahahahaha terhibur betul lah lol semua tempat dia tiful kan ingat ke aku sorang je perasan typo dekat caption tu ,hahahahaha hibur lol tiful sorang je peras typo caption tu
0,aku meninggal nanti aku harap tak adalah orang yang post gambar kubur aku letak caption panjang lebaq kau sedekah al ,tinggal harap orang post gambar kubur letak caption lebaq kau sedekah al
0,aku ingatkan berhari hari takda data ada la org cari aku dekat ws rupanya takda langsong ,ingat hari takda data la org cari ws takda langsong
0,baca ni aku tergolong org yg kaya ,baca ni golong org yg kaya
1,fams sama aku yuk ,fams yuk
0,hari2 kalau tido brape jam je boleh mati sia otak aku ,tido brape jam je mati sia otak
0,hi semuanya aku adain give away nih give away nya album bts yg love yourself answers yey cukup follow dan retwee ,hi adain give away nih give away nya album bts yg love yourself answers yey follow retwee
0,sembang dengan budak legend aku kau belajar kat mana main ml memboi ,sembang budak legend kau ajar kat main ml boi
-1,aku nangis nih ,nang nih
0,bts aku sedang sibuk menafkahi keluargaku dan mengejar impianku army aku sedang sibuk menafkahi orang yang sudah je ,bts sibuk nafkah keluarga kejar impi army sibuk nafkah orang je
1,aku cuba nak amalkan sikap pergi mampus tapi sayang aku gagal sebab aku jenis mudah kesian dan mudah memaafkan ,cuba nak amal sikap pergi mampus sayang gagal jenis mudah kesi mudah maaf
-1,aku ditusuk dr belakang sakit ,tusuk dr sakit
0,askmf ayah aku ayah kan gak suka pedes tp kenapa masakan mama yg pedes tetep ayah makan soalnya mama kamu m ,askmf ayah ayah gak suka pedes tp masakan mama yg pedes tetep ayah makan mama m
0,aku tahu kalau check in the girls akan idamkan peluk sambil tido but then tak rasa kebas ke lelaki statik je tido mcm tu na ,check in the girls idam peluk tido but then kebas lelaki statik je tido mcm tu na
0,tahukah kamu 14eptember diperingati sebagai hari kunjung perpustakaan peringatan ini dimulai sejak tahun 1995 oleh p ,tahu eptember ingat kunjung pustaka ingat p
0,aku tak tahu kenapa bila time gaduh je english aku automatic power aku rasa time exam nanti kena gaduh dulu before jawab ,time gaduh je english automatic power time exam kena gaduh before
0,nctea selama ini aku cuma tau fotonya jisung aja yg disini dan sekarang udah tau video nya mission complete https ,nctea tau foto jisung aja yg udah tau video nya mission complete
0,tadi kt dapur nk mkn aku nyanyi la lagu aizat jika ku air wudhukmu menjadi serimu dalam lima waktu mak pun sound da ,kt dapur nk mkn nyanyi la lagu aizat ku air wudhukmu seri mak sound da
-1,selama ni mmg ketinggian tk pernah jdi penghalang rupa yg selalu menjadi penghalang ,ni mmg tinggi tk jdi halang rupa yg halang
-1,sedihnya rasa kadang kadang bila doa yg aku doa termakbul walaupun aku bukan hambanya yg terbaik allah tau apa yg kita pe ,sedih kadang kadang doa yg doa makbul hamba yg baik allah tau yg pe
0,aku tambahin deh nih,tambahin deh nih
-1,i baru 3a hm mengecewakan hang takmau a tu mai kat aku ' ,i a hm kecewa hang takmau a tu mai kat
0,aku pernah ketemu lisa blackpink lagi solat di mesjid thailand dia wudhu juga aku liat ,ketemu lisa blackpink solat mesjid thailand wudhu liat
1,wkwkwk gt lt berdoa aja kamu lip yg banyak semoga ganteng wowognya ,wkwkwk gt lt doa aja lip yg moga ganteng wowognya
0,aku macam tahu je siapa bdhshshhs,je bdhshshhs
-1,tapi aku tgok lelaki asia pun mostly lpas kawin badan naik dan boroi ,tgok lelaki asia mostly lpas kawin badan boroi
0,kamu akan tanya karena aku pun juga mau tanya ,
1,udah tau ikon dari jaman win yang aku suka pertama itu taehyun terus suka yunhyeong aku dukung ti ,udah tau ikon jaman win suka taehyun suka yunhyeong dukung ti
0,aku lg baca buku ini yg suka puisi yuk reply halamannya dari 2 sampe 153 nanti aku fotoin rlt ,lg baca buku yg suka puisi yuk reply halaman sampe fotoin rlt
0,kenapa nama kucing sama denngan nama aku ,nama kucing denngan nama
1,gilaaa beliin aku dong kak ,gilaaa beliin kak
0,aku jual yg penting emailnya masih aktif,jual yg email aktif
0,ayo siapa lagi yang mau ,ayo
0,freebies alle yuk cari aku di venue dan ikutin rules di gambar ini untuk dapetin freebies idealcutinjkt apinkinjkt ,freebies alle yuk cari venue ikutin rules gambar dapetin freebies idealcutinjkt apinkinjkt
0,woooojin apaaa jihoon ha,woooojin apaaa jihoon ha
0,kahkah tu lah aku confuse ni hmmm,kah tu confuse ni hmmm
-1,wanita yang paling malang di dunia adalah wanita yang tersalah pilih suami isteri adalah cerminan suami cantik suamimu cant ,wanita malang dunia wanita salah pilih suami isteri cermin suami cantik suami cant
0,ga yg ini aku masih pilih2 pemenangnyausah komentarnya pada bagus2 jdi bingung pilihnya tunggu sebentar lg okem ,ga yg pilih pemenangnyausah komentar bagus jdi bingung pilih tunggu sebentar lg okem
0,bila cg intai kertas exam masa kau buat ,cg intai kertas exam kau
-1,me doin math paper 1 hshshshshshsh bodo asal takama dgn jawapan aku hshshssh 5 minit lagi tembak ,me doin math paper hshshshshshsh bodo takama dgn jawapan hshshssh minit tembak
-1,gila punya perempuan gaduhikit sampai 7 bulan tak tegur lelaki gaduh hari ni esok dah stable sesama ,gila perempuan gaduhikit tegur lelaki gaduh ni esok dah stable
0,mau acc kamu jadi rame yuk upfoll di aku gt lt harga dan rules bisa cek pinned ya t upfoll rp,acc rame yuk upfoll gt lt harga rules cek pinned ya t upfoll rp
-1,yng aku blja a yng kuar ujian b yng aku jwb c dan aku dpt gred g ehh taknk la yg dapt btul2 a ,yng blja a yng kuar uji b yng jwb c dpt gred g ehh taknk la yg dapt btul a
0,wao ada ainul ada manul dekat gtdc tapi tulah aku takdak ah kat situ baik balik boh ,wao ainul manul gtdc tulah takdak ah kat situ boh
1,kalau kamu mau dihormati harus mau menghormati,hormat hormat
0,aku daftarr g jfclosedday,daftarr g jfclosedday
-1,makin aku besar makin banyak perkara yang aku pendam dan tak kongsi dengan orango jangan pelik kalau aku dah tak kuat semb ,perkara pendam kongsi orango pelik dah kuat semb
1,tolong lah setiap hari tu sebelum tidur tanya diri sendiri dan self reflect perangai babi sampah apa ye aku buat harini ,tolong tu tidur self reflect perangai babi sampah ye harini
-1,tadi pamitnya tidur tapi aku cek ig di dm kamu kok ada ijo ijonya ya ,pamit tidur cek ig dm ijo ijonya ya
1,bibi adikku si cantik suka banget liatnya kalau kamu lagi seneng enggak tau kenapa jadi ikutan seneng bi pos ,bibi adik si cantik suka banget liat neng tau ikut neng bi pos
-1,jangan jadi kompor kamu ya jeffan,kompor ya jeffan
1,aku ikut habib lutfi aja rois aam jam'iyyah ahlith thariqah al mu'tabarah an nahdliyyah yg meminta menurunkan bendera yg k ,habib lutfi aja rois aam jam iyyah ahlith thariqah al mu tabarah an nahdliyyah yg turun bendera yg k
1,omg kamu harus melihat ini bigolive ,omg bigolive
0,ohh buatpa weh dkt dgn aku dh tuu hahahaha,ohh buatpa weh dkt dgn dh tuu hahahaha
0,erm macam tautau je apa yang aku perlukan sekarang ,erm tautau je perlu
-1,orangnya ganteng wangi murah senyum asik lemah lembut tapi ngetik aku masih aq bhay mz ,orang ganteng wangi murah senyum asik lemah lembut ngetik aq bhay mz
0,my dear followers and friends kalau korang ada buat photoshoot makanan tolong dm aku tolong dm aku price untuk photoshoot fo ,my dear followers and friends korang photoshoot makan tolong dm tolong dm price photoshoot fo
0,boleh mintak dilan satu bila dengar dilan sebut semua ni kan kau takkan rasa geli tau konon mcm nak kata dia jiwang and ,mintak dil dengar dil ni kau tak geli tau konon mcm nak jiwang and
1,jadi dirimu sendiri agar ketika seseorang mencintai kamu tak perlu takut jika dia akan temukan dirimu bukan orang ,diri cinta takut temu diri orang
0,aku naik bas ke bot nii ,bas bot nii
0,coba posisinya dituker deh kamu suka makan aku suka masak,coba posisi dituker deh suka makan suka masak
0,giveaway diadakan dlm rangka bday guanlin mau tambah tmn monbebe amp nctzen ,giveaway ada dlm rangka bday guanlin tmn monbebe amp nctzen
-1,minta ais batu je la anjir ,ais batu je la anjir
-1,iya sabar aku mah tiap ada jeno selalu melesat mengetag amu ,iya sabar mah jeno lesat mengetag amu
-1,omg batuk aku berdarah adakah ini jumaat yang terakhir ,omg batuk darah ada jumaat
